Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
546,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,8,1,2,1,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,1,1,,,,,,,
547,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,9,1,2,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,1,1,,,,,,,
548,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,10,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,
549,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,11,1,1,1,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
550,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,12,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
551,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,13,1,1,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,
552,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,14,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
553,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,15,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
554,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,16,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
555,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,17,1,1,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
556,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,18,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
557,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,19,1,2,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,1,,1,,,1,,,,,,,
558,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,20,1,2,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,1,,1,,,1,,,,,,,
559,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,21,1,1,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,
560,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,22,1,2,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,
561,2018 People Staying Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1226,1236,,Sun-Exposed,70,UD4H,23,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,
562,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,1,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
563,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,2,1,2,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
564,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,3,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
565,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,4,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
566,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,5,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
567,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
568,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,7,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,
569,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,8,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,
570,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,9,1,2,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,
571,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,10,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,
572,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,11,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
573,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,12,1,1,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,
574,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,13,1,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
575,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,14,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,
576,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,15,1,2,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,
577,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,16,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,
578,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,17,1,1,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,
579,2018 People Staying Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1626,1636,,Sun-Shaded,77,UD4H,18,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,
580,2018 People Staying Counts,GPR4,Weekday1_Morning,Weekday,Morning,20180906,1012,1022,,Sun-Exposed,66,UD4H,1,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
581,2018 People Staying Counts,GPR4,Weekday1_Morning,Weekday,Morning,20180906,1012,1022,,Sun-Exposed,66,UD4H,2,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
582,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
583,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,2,1,1,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
584,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,3,1,2,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
585,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,4,1,2,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
586,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
587,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,6,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,
588,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,7,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,
589,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,8,1,1,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
590,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,9,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
591,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,10,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
592,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,11,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,
593,2018 People Staying Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1355,1405,,Sun-Shaded,79,UD4H,12,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,
594,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,1,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,
595,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,2,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
596,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,3,1,2,,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,
597,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
598,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,5,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
599,2018 People Staying Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1751,1801,,Sun-Shaded,81,UD4H,6,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
600,2018 People Staying Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1016,1026,,Sun-Exposed,63,UD4H,1,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,
601,2018 People Staying Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1016,1026,,Sun-Exposed,63,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
602,2018 People Staying Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1016,1026,,Sun-Exposed,63,UD4H,3,1,3,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
603,2018 People Staying Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1016,1026,,Sun-Exposed,63,UD4H,4,1,3,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
604,2018 People Staying Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1016,1026,,Sun-Exposed,63,UD4H,5,1,3,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
605,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,1,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,
606,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,2,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,
607,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,3,1,2,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,1,,1,,,,,,,,,,
608,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,4,1,2,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,1,,1,,,,,,,,,,
609,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,5,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
610,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,6,1,2,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
611,2018 People Staying Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1342,1352,,Sun-Shaded,69,UD4H,7,1,2,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
612,2018 People Staying Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1730,1740,,Light Clouds,70,UD4H,1,1,2,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
613,2018 People Staying Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1730,1740,,Light Clouds,70,UD4H,2,1,2,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
614,2018 People Staying Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1730,1740,,Light Clouds,70,UD4H,3,1,2,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
615,2018 People Staying Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1730,1740,,Light Clouds,70,UD4H,4,1,2,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,
616,2018 People Staying Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1730,1740,,Light Clouds,70,UD4H,5,1,1,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
617,2018 People Staying Counts,GPR4,Weekend_Midday,Weekend,Midday,20180908,1410,1420,,Heavy Clouds,65,UD4H,1,1,1,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
618,2018 People Staying Counts,GPR4,Weekend_Evening,Weekend,Evening,20180908,1745,1755,,Light Clouds,69,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,
619,2018 People Staying Counts,RAV4,Weekday1_Morning,Weekday,Morning,20180913,0957,1007,,Sun-Shaded,57,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2018 People Staying Counts,RAV4,Weekday1_Midday,Weekday,Midday,20180913,1319,1329,,Sun-Shaded,64,UD4H,1,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
621,2018 People Staying Counts,RAV4,Weekday1_Evening,Weekday,Evening,20180913,1706,1716,,Heavy Clouds,66,UD4H,1,1,2,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
622,2018 People Staying Counts,RAV4,Weekday1_Evening,Weekday,Evening,20180913,1706,1716,,Heavy Clouds,66,UD4H,2,1,2,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
623,2018 People Staying Counts,RAV4,Weekday1_Evening,Weekday,Evening,20180913,1706,1716,,Heavy Clouds,66,UD4H,3,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
624,2018 People Staying Counts,RAV4,Weekday2_Morning,Weekday,Morning,20180914,0937,0947,,Heavy Clouds,56,UD4H,1,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
625,2018 People Staying Counts,RAV4,Weekday2_Morning,Weekday,Morning,20180914,0937,0947,,Heavy Clouds,56,UD4H,2,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
626,2018 People Staying Counts,RAV4,Weekday2_Morning,Weekday,Morning,20180914,0937,0947,,Heavy Clouds,56,UD4H,3,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
627,2018 People Staying Counts,RAV4,Weekday2_Midday,Weekday,Midday,20180914,1311,1321,,Light Clouds,63,UD4H,1,1,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
628,2018 People Staying Counts,RAV4,Weekday2_Evening,Weekday,Evening,20180914,1709,1719,,Heavy Clouds,65,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2018 People Staying Counts,RAV4,Weekend_Midday,Weekend,Midday,20180915,1323,1333,,Heavy Clouds,64,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
630,2018 People Staying Counts,RAV4,Weekend_Evening,Weekend,Evening,20180915,1708,1718,,Light Rain,63,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2018 People Staying Counts,WHP2,Weekday1_Morning,Weekday,Morning,20180919,0929,0939,,Sun-Shaded,54,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2018 People Staying Counts,WHP2,Weekday1_Midday,Weekday,Midday,20180919,1304,1314,,Sun-Shaded,65,UD4H,1,1,1,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,
633,2018 People Staying Counts,WHP2,Weekday1_Evening,Weekday,Evening,20180919,1703,1713,,Sun-Shaded,68,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,2018 People Staying Counts,WHP2,Weekday2_Morning,Weekday,Morning,20180920,0923,0933,,Heavy Clouds,56,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2018 People Staying Counts,WHP2,Weekday2_Midday,Weekday,Midday,20180920,1304,1314,,Light Clouds,64,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2018 People Staying Counts,WHP2,Weekday2_Evening,Weekday,Evening,20180920,1705,1715,,Heavy Clouds,60,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2018 People Staying Counts,WHP2,Weekend_Midday,Weekend,Midday,20180922,1307,1317,,Light Clouds,65,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2018 People Staying Counts,WHP2,Weekend_Evening,Weekend,Evening,20180922,1707,1717,,Light Rain,66,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,1,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
640,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,2,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,
641,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,3,1,1,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,
642,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,4,1,2,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,,,,,,,
643,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,5,1,2,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,,,,,,,
644,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,6,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
645,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,7,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
646,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,8,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,1,,,,,,,
647,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,9,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
648,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,10,1,10,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
649,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,11,1,10,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
650,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,12,1,10,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
651,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,13,1,10,,1,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
652,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,14,1,10,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
653,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,15,1,10,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
654,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,16,1,10,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
655,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,17,1,10,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
656,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,18,1,10,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
657,2018 People Staying Counts,OTH2,Weekday1_Morning,Weekday,Morning,20180814,1002,1012,,Light Clouds,68,UD4H,19,1,10,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
658,2018 People Staying Counts,OTH2,Weekday1_Midday,Weekday,Midday,20180814,1339,1349,,Light Clouds,76,UD4H,1,1,2,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
659,2018 People Staying Counts,OTH2,Weekday1_Midday,Weekday,Midday,20180814,1339,1349,,Light Clouds,76,UD4H,2,1,2,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,
660,2018 People Staying Counts,OTH2,Weekday1_Midday,Weekday,Midday,20180814,1339,1349,,Light Clouds,76,UD4H,3,1,1,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,1,,,,,,,
661,2018 People Staying Counts,OTH2,Weekday1_Midday,Weekday,Midday,20180814,1339,1349,,Light Clouds,76,UD4H,4,1,2,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
